gene,logFC,p_value,adj_p_value
GDI1,1.3289127,7.98e-23,1.4e-20
CTCFL///SP100///HMGB1,-1.6598064,7.949999999999999e-23,1.4e-20
KCNMB4,0.75373996,4.43e-22,1.5e-20
CCND3,2.067365,8.8e-23,1.51e-20
GLOD4,-1.5614782,9.209999999999999e-23,1.56e-20
GPX8,-1.03788954,4.76e-22,1.61e-20
TKT,0.63945686,4.82e-22,1.62e-20
CAAP1,-1.5555214,9.729999999999999e-23,1.64e-20
INSIG2,-2.2214464,9.879999999999999e-23,1.66e-20
MIB1,-1.9262464,9.93e-23,1.66e-20
ADAM12,-0.94935452,5.14e-22,1.72e-20
UBE2R2,1.2894968,1.06e-22,1.75e-20
ELMOD2,-1.92701,1.08e-22,1.77e-20
WWC3,0.52643906,5.35e-22,1.79e-20
NDUFA5,-2.1377677,1.11e-22,1.81e-20
ECRP///ECRP,0.8233654,5.5500000000000005e-22,1.84e-20
FGFR4,0.79191592,5.72e-22,1.89e-20
SNORD57,2.0192473,1.18e-22,1.9e-20
LOC102724093///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P,-2.1155627,1.19e-22,1.91e-20
TGIF2-C20ORF24///C20ORF24,1.9535618,1.21e-22,1.93e-20
KDM5B,-0.44678753,5.87e-22,1.94e-20
RAB5C,1.6519882,1.23e-22,1.95e-20
HINT2,2.57622,1.27e-22,2e-20
PCSK9,0.6379844,6.11e-22,2.01e-20
CDC42EP2,0.54168535,6.17e-22,2.02e-20
TNFRSF21,-0.72223197,6.160000000000001e-22,2.02e-20
CD1C,-1.16047115,6.31e-22,2.06e-20
TMEM2,1.07851554,6.58e-22,2.14e-20
ARRB1,2.0677459,1.42e-22,2.22e-20
DESI1,1.7368873,1.52e-22,2.37e-20
CCDC80,-1.68951806,7.44e-22,2.4e-20
ACPP,0.71502302,7.48e-22,2.41e-20
MRPL37,1.2480441,1.57e-22,2.44e-20
LOC102724093///GOLGA6L3///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P,-1.9582309,1.6700000000000001e-22,2.56e-20
TMEM204,0.75774569,8.1500000000000005e-22,2.62e-20
CREBZF,-1.4027595,1.72e-22,2.62e-20
SNHG1///SNORD29,2.4342836,1.75e-22,2.64e-20
TAF15,-1.8667055,1.87e-22,2.82e-20
GPIHBP1,0.80521811,8.8e-22,2.82e-20
XPO1,-1.63824,1.88e-22,2.82e-20
CDK5RAP3,-1.9713255,1.95e-22,2.9e-20
NEDD9,0.82461892,9.21e-22,2.94e-20
PVR,0.61169568,9.24e-22,2.94e-20
RSF1,-2.2295795,1.99e-22,2.94e-20
ATF4,0.49524463,9.26e-22,2.94e-20
BEST1,0.50295764,9.56e-22,3.03e-20
SERPINF2,0.63997202,9.83e-22,3.11e-20
INMT-FAM188B///INMT,1.31188851,1.0100000000000002e-21,3.19e-20
PREX1,0.90568106,1.1200000000000002e-21,3.5e-20
MTHFR,0.44644948,1.1100000000000001e-21,3.5e-20
TMEM245,0.50464423,1.1400000000000001e-21,3.57e-20
MRPL1,-1.7273159,2.49e-22,3.6e-20
MKNK2,0.53885817,1.18e-21,3.69e-20
TMEM97,0.63251869,1.21e-21,3.76e-20
FAM65A,1.6854486,2.63e-22,3.78e-20
GNPAT,-1.67047,2.71e-22,3.87e-20
TMEM100,1.90452698,1.2800000000000001e-21,3.98e-20
AKT1,1.6698614,2.83e-22,4.01e-20
MYO10,0.57673915,1.3300000000000001e-21,4.11e-20
EGFL7,0.57370903,1.3400000000000002e-21,4.15e-20
CCNB1IP1,0.43902041,1.3600000000000001e-21,4.2e-20
FERMT1,-0.90489147,1.46e-21,4.47e-20
NPC1,0.66511026,1.4800000000000002e-21,4.5e-20
ATRX,-2.5017109,3.4e-22,4.72e-20
NFYB,-2.1489768,3.42e-22,4.73e-20
PRPF40A,-2.1228523,3.46e-22,4.76e-20
FAM172A,-1.4946127,3.5e-22,4.79e-20
TUBB1,0.80653209,1.6100000000000001e-21,4.89e-20
ATP1A1,0.51091731,1.6400000000000002e-21,4.97e-20
CMAS,-1.2216595,3.71e-22,5.07e-20
GEM,-1.23767686,1.8000000000000003e-21,5.45e-20
LARS,-2.1465159,4.03e-22,5.48e-20
DPYSL3,-0.73901498,1.8400000000000002e-21,5.53e-20
HYAL2,0.61413001,1.8400000000000002e-21,5.53e-20
IL6R,0.51820798,1.85e-21,5.55e-20
CFAP69,-1.18988088,1.8700000000000002e-21,5.6e-20
TRAM1,-1.6056318,4.17e-22,5.63e-20
CACYBP,-1.5338759,4.17e-22,5.63e-20
NDST1,1.6041555,4.22e-22,5.67e-20
PEBP1,1.9924241,4.24e-22,5.67e-20
CALCOCO2,0.51910321,2.0000000000000002e-21,5.98e-20
FDPS,0.61838235,2.0300000000000002e-21,6.04e-20
MSANTD4,-2.3000055,4.56e-22,6.05e-20
IRAK3,0.88596851,2.08e-21,6.16e-20
RHBDL2,-0.72301475,2.08e-21,6.16e-20
DDX3X,-2.2177655,4.76e-22,6.29e-20
C12ORF10,1.4805391,4.93e-22,6.48e-20
NMD3,-2.2471727,5.18e-22,6.74e-20
SNCAIP,-0.64128309,2.32e-21,6.87e-20
C5AR2,0.55948995,2.38e-21,7.03e-20
NFE2,0.52659324,2.57e-21,7.58e-20
FES,0.449561,2.6200000000000003e-21,7.68e-20
ZNF841,-2.7300855,6.01e-22,7.75e-20
SNORD116-22///SNORD116-21///SNORD116-20///SNORD116-18///SNORD116-17///SNORD116-16///SNORD116-15///SNORD116-14///SNORD116-19///SNRPN,1.6681955,6.1000000000000005e-22,7.78e-20
USP48,-1.7151845,6.0700000000000005e-22,7.78e-20
ESAM,0.83394798,2.7100000000000004e-21,7.95e-20
USP32,0.45206441,2.7700000000000004e-21,8.09e-20
GCC2,-2.5733786,6.45e-22,8.17e-20
OPA1,-2.2476577,6.64e-22,8.37e-20
LILRA1,0.83477397,2.9000000000000004e-21,8.44e-20
TBC1D8B,-2.1887673,6.740000000000001e-22,8.47e-20
MAFG,0.46115892,2.9300000000000004e-21,8.52e-20
SRSF4,-1.5636627,6.86e-22,8.56e-20
INF2,1.5109045,6.87e-22,8.56e-20
TGFBR3,0.81025058,2.9900000000000004e-21,8.68e-20
TRAPPC6B,-1.5785141,7.03e-22,8.73e-20
C14ORF1,1.9718955,7.38e-22,9.1e-20
KLF15,0.73536418,3.2e-21,9.27e-20
FADS3,0.6200253,3.2100000000000004e-21,9.27e-20
TFPI,0.67694485,3.2600000000000002e-21,9.4e-20
TARBP1,-1.4524814,7.8e-22,9.51e-20
ARMC1,-1.4922418,7.750000000000001e-22,9.51e-20
EPAS1,0.85378269,3.3500000000000002e-21,9.61e-20
NOP10,2.0012118,8.06e-22,9.8e-20
RSL24D1,-1.6058009,8.22e-22,9.96e-20
NHS,-0.56484728,3.4800000000000006e-21,9.97e-20
SYF2,-1.83466,8.32e-22,1e-19
TUBG2,1.3858595,8.38e-22,1.01e-19
C1QTNF3-AMACR///C1QTNF3,-0.91258741,3.59e-21,1.03e-19
TRIM39-RPP21///RPP21,2.2870391,8.62e-22,1.03e-19
TRAPPC8,-1.9390859,8.95e-22,1.05e-19
RB1CC1,-2.0786655,8.91e-22,1.05e-19
MEA1,1.9180436,8.87e-22,1.05e-19
PHF14,-1.7127327,9.03e-22,1.06e-19
LRRC8A,0.54857336,3.8000000000000005e-21,1.08e-19
GATA2,0.88061933,3.9300000000000005e-21,1.12e-19
TAX1BP1,-2.0464686,9.58e-22,1.12e-19
GSTA4,0.64314875,3.9900000000000005e-21,1.13e-19
C11ORF80,-0.55045666,4.1200000000000005e-21,1.16e-19
SHANK3,0.67446301,4.08e-21,1.16e-19
TYW3,-1.8594791,1.02e-21,1.18e-19
RABGGTB,-1.7490636,1.0300000000000001e-21,1.2e-19
TNFAIP1,1.6744823,1.07e-21,1.24e-19
SUCLA2,-1.6940909,1.0900000000000001e-21,1.24e-19
RNF219,-2.17994,1.08e-21,1.24e-19
ADSS,-1.6542609,1.0900000000000001e-21,1.24e-19
PSMG2,1.3583791,1.0900000000000001e-21,1.25e-19
HDC,-1.11322005,4.46e-21,1.26e-19
RNF182,0.78338298,4.52e-21,1.27e-19
PGD,0.70516679,4.670000000000001e-21,1.31e-19
PPFIA2,-0.6860599,4.66e-21,1.31e-19
UNC13D,0.58259426,4.72e-21,1.32e-19
TIMP4,0.92155603,4.7400000000000006e-21,1.32e-19
TMX3,-1.8270305,1.1700000000000001e-21,1.33e-19
CCDC97,1.2729059,1.18e-21,1.34e-19
USP53,0.85424581,4.920000000000001e-21,1.37e-19
SEMA3C,-0.7417897,5.01e-21,1.39e-19
ZNF224,-1.8360873,1.2600000000000002e-21,1.41e-19
SLTM,-2.0696236,1.2600000000000002e-21,1.41e-19
SNORD13,3.2258864,1.3100000000000002e-21,1.45e-19
SERPIND1,-1.25310548,5.420000000000001e-21,1.5e-19
TAL1///TAL1,0.59911823,5.540000000000001e-21,1.53e-19
ANKH,-0.44474713,5.66e-21,1.56e-19
NIM1K,0.48055047,5.8100000000000006e-21,1.6e-19
RSRC1,-1.7495714,1.5000000000000001e-21,1.66e-19
CCDC186,-2.5774673,1.52e-21,1.68e-19
OR7E37P///OR7E35P///MGC72080///DAPL1///OR7E47P///OR7E12P///OR7E14P,1.4901264,1.5800000000000001e-21,1.72e-19
ADAMTS8,0.70582312,6.2600000000000005e-21,1.72e-19
RPE,-1.6174382,1.5800000000000001e-21,1.72e-19
MTIF2,-1.8315218,1.6400000000000002e-21,1.78e-19
ARF5,1.6689759,1.73e-21,1.87e-19
ORMDL2,2.1129473,1.7400000000000003e-21,1.87e-19
CTR9,-2.4100123,1.76e-21,1.88e-19
MTRR,0.53925624,6.910000000000001e-21,1.89e-19
OR7E37P///MGC72080///DAPL1///OR7E12P,1.4059545,1.8000000000000003e-21,1.9e-19
CRTC3,1.4685973,1.8100000000000002e-21,1.91e-19
NEMF,-1.6738318,1.8400000000000002e-21,1.94e-19
STAG1,-1.9460055,1.86e-21,1.96e-19
OR7E37P///MGC72080///OR7E5P///DAPL1///OR7E24///OR7E47P///OR7E12P///OR7E14P,1.4799691,1.94e-21,2.03e-19
FBXL2,-0.69027153,7.480000000000001e-21,2.04e-19
RAD21,-1.9003159,1.9600000000000003e-21,2.04e-19
MALSU1,1.4268127,1.95e-21,2.04e-19
PKDCC,0.65105663,7.56e-21,2.05e-19
NDUFAF3,2.3624273,1.98e-21,2.05e-19
TARS,-2.4626359,2.2e-21,2.27e-19
GNAI3,-1.5735045,2.2100000000000003e-21,2.28e-19
CWC27,-1.6426236,2.32e-21,2.37e-19
RECQL,-1.9380632,2.35e-21,2.38e-19
BTC,-0.54071007,8.83e-21,2.39e-19
UBE2D4,1.1766877,2.36e-21,2.39e-19
TRUB1,-1.5544305,2.41e-21,2.43e-19
PRPF39,-1.8820486,2.45e-21,2.46e-19
YTHDC1,-1.6889582,2.4600000000000003e-21,2.46e-19
RGS5,-0.94752986,9.21e-21,2.49e-19
SLC3A2,0.48278183,9.23e-21,2.49e-19
WFS1,1.9139218,2.5600000000000003e-21,2.54e-19
MXRA7,1.9061841,2.6500000000000003e-21,2.63e-19
SNORD21,-1.8765077,2.6600000000000002e-21,2.63e-19
RNF20,-1.7480555,2.8000000000000004e-21,2.74e-19
ZNF420,-1.8196245,2.8000000000000004e-21,2.74e-19
TSPAN3,-1.4167045,2.86e-21,2.78e-19
USP1,-1.6331182,2.8700000000000003e-21,2.79e-19
IARS2,-1.8525636,2.9000000000000004e-21,2.8e-19
FLJ30064,0.79764396,1.04e-20,2.81e-19
ZNF322,-2.2096677,2.9400000000000003e-21,2.84e-19
NDRG1,0.46576306,1.11e-20,2.96e-19
SRSF10,-1.6312855,3.0700000000000002e-21,2.96e-19
PADI4,0.59856003,1.12e-20,2.98e-19
NKD1,0.69869839,1.12e-20,2.98e-19
ITCH,-1.1805714,3.1600000000000003e-21,3.03e-19
UBXN4,-1.8841573,3.2e-21,3.06e-19
CDC40,-1.6880709,3.2900000000000002e-21,3.12e-19
BRD4,1.0476427,3.2800000000000003e-21,3.12e-19
COL4A3BP,-1.7020482,3.3e-21,3.12e-19
SFRP4,-1.42136303,1.19e-20,3.15e-19
MAP1A,-1.00237567,1.19e-20,3.15e-19
ABCC5,-0.70063296,1.21e-20,3.19e-19
THUMPD1,-1.7710923,3.3800000000000003e-21,3.19e-19
OR7E37P///OR7E35P///MGC72080///OR7E5P///DAPL1///OR7E24///OR7E47P///OR7E12P///OR7E14P,1.5206023,3.4300000000000004e-21,3.22e-19
UBE2L3,1.2162168,3.4300000000000004e-21,3.22e-19
LRPPRC,-2.1738614,3.47e-21,3.24e-19
PLOD2,-2.1282464,3.5500000000000005e-21,3.29e-19
SMAD6,1.30330969,1.25e-20,3.29e-19
GCA,0.76934582,1.27e-20,3.35e-19
VPS41,-2.2984118,3.63e-21,3.36e-19
CLPX,-1.7627609,3.6700000000000006e-21,3.38e-19
SUGT1,-1.5366705,3.7e-21,3.4e-19
GTF3C3,-1.9620259,3.8100000000000004e-21,3.5e-19
OR7E37P///OR7E35P///MGC72080///DAPL1///OR7E24///OR7E47P///OR7E12P///OR7E14P,1.5298741,3.850000000000001e-21,3.52e-19
OR7E37P///MGC72080///DAPL1///OR7E47P,1.4263786,3.9300000000000005e-21,3.56e-19
CEP290,-2.3399014,3.9300000000000005e-21,3.56e-19
ABI1,-1.2286077,3.94e-21,3.56e-19
EXOC5,-1.7933755,3.9e-21,3.56e-19
BRK1,1.7802559,3.9800000000000006e-21,3.6e-19
PRKDC,-2.0138923,4.0600000000000004e-21,3.64e-19
C1ORF210,0.54456306,1.39e-20,3.64e-19
FKBP1A,1.6786673,4.14e-21,3.71e-19
DPCR1,0.8568254,1.44e-20,3.78e-19
UGT1A3///UGT1A1///UGT1A4///UGT1A9///UGT1A5///UGT1A6///UGT1A7///UGT1A8///UGT1A10,-1.23737356,1.46e-20,3.81e-19
UCKL1,1.1423464,4.420000000000001e-21,3.94e-19
OXCT1,-1.5393464,4.540000000000001e-21,4.03e-19
CRTC2,1.5322155,4.790000000000001e-21,4.21e-19
CLCN3,-1.8914514,4.850000000000001e-21,4.25e-19
UBE3A,-1.5243786,5.52e-21,4.76e-19
SEC62,-1.61214,5.58e-21,4.79e-19
RNF6,-1.9483568,5.59e-21,4.79e-19
SMC6,-2.15959,5.66e-21,4.83e-19
ATRAID,1.8765264,5.72e-21,4.87e-19
PRUNE2,-1.11801858,1.87e-20,4.87e-19
NEK11,-1.29260035,1.88e-20,4.9e-19
TET1,-0.71698615,1.9e-20,4.93e-19
CEP97,-0.64579187,1.9e-20,4.93e-19
STARD13,0.66719899,1.91e-20,4.93e-19
IL1RL1,1.58054994,1.96e-20,5.06e-19
KIF1C,0.49060995,1.97e-20,5.06e-19
SLED1,0.90596527,1.97e-20,5.06e-19
TMEM168,-1.7366641,6.0100000000000005e-21,5.1e-19
CLK4,-1.8157114,6.050000000000001e-21,5.13e-19
ASCC3,-2.2848005,6.100000000000001e-21,5.14e-19
SKIV2L2,-2.1637809,6.27e-21,5.26e-19
GLUL,0.4529096,2.05e-20,5.26e-19
FAR1,-1.8479518,6.3900000000000004e-21,5.33e-19
TLR2,0.97219928,2.12e-20,5.43e-19
CRLF3,-1.3000859,6.59e-21,5.49e-19
LGR4,-0.75711555,2.19e-20,5.6e-19
TOX2,0.51831706,2.2e-20,5.6e-19
FAP,-1.36593403,2.24e-20,5.7e-19
MOXD1,-0.88789385,2.27e-20,5.73e-19
HLTF,-0.5736663,2.26e-20,5.73e-19
MATN3,0.92433882,2.29e-20,5.78e-19
SUPT16H,-2.109385,7.010000000000001e-21,5.81e-19
ST6GALNAC6,1.4128282,7.050000000000001e-21,5.82e-19
MVD,0.52535918,2.37e-20,5.97e-19
SIX4,-1.11329934,2.38e-20,6e-19
ZNF770,-1.7894959,7.5e-21,6.15e-19
HNRNPU,-1.7933773,7.600000000000001e-21,6.22e-19
HIST1H1E,2.3137127,7.64e-21,6.23e-19
SSR1,-1.4574191,7.790000000000001e-21,6.34e-19
CARHSP1,0.43127365,2.53e-20,6.35e-19
EIF1AX,-1.76245,7.910000000000001e-21,6.42e-19
TIMP3,0.59456327,2.57e-20,6.45e-19
KTN1,-2.4325468,7.99e-21,6.47e-19
GBA2,0.45525316,2.62e-20,6.55e-19
RAB17,0.57474843,2.72e-20,6.78e-19
RNVU1-17///RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4,3.0471445,8.54e-21,6.89e-19
GNAL,-0.88734299,2.79e-20,6.94e-19
UBE2A,1.1607832,8.71e-21,7e-19
VIPR1,1.70087082,2.83e-20,7.04e-19
C6ORF62,-1.5955577,8.9e-21,7.14e-19
PI4K2B,-1.7996182,9.13e-21,7.3e-19
UBA6,-1.5364305,9.14e-21,7.3e-19
HIST1H2BK,1.9908191,9.35e-21,7.45e-19
TAF7,-1.638515,9.410000000000001e-21,7.48e-19
RHOG,1.5205386,9.600000000000001e-21,7.61e-19
GGT2///GGTLC2///GGT3P///GGT1,0.63390791,3.08e-20,7.63e-19
JCHAIN,-1.34238042,3.15e-20,7.8e-19
ADM,1.24333645,3.17e-20,7.82e-19
PEF1,1.8552227,9.910000000000001e-21,7.84e-19
PEX5,0.43486948,3.22e-20,7.93e-19
FBXO28,-1.2938232,1.02e-20,8.01e-19
STXBP3,-1.5398373,1.05e-20,8.14e-19
BRINP3,-0.86549704,3.34e-20,8.21e-19
PCNX2,-0.4935771,3.36e-20,8.26e-19
APPBP2,-1.6680255,1.07e-20,8.31e-19
TFAM,-1.6202432,1.09e-20,8.47e-19
OR7E37P///MGC72080///OR7E5P///DAPL1///OR7E47P///OR7E12P///OR7E14P,1.3475145,1.12e-20,8.63e-19
MSH2,-1.7233555,1.13e-20,8.65e-19
PFN2,-1.05771946,3.63e-20,8.88e-19
MAN1A2,-1.4121627,1.17e-20,8.94e-19
GDPD3,2.3780314,1.17e-20,8.94e-19
SMARCA5,-1.8859545,1.18e-20,8.96e-19
ERH,1.7773636,1.19e-20,8.98e-19
VRK1,-1.7484318,1.19e-20,8.98e-19
ZC3H13,-1.9585414,1.2e-20,9.08e-19
IDH3G,1.5986368,1.21e-20,9.11e-19
MACC1,-0.96401712,3.74e-20,9.15e-19
TMEM14C,1.7018127,1.24e-20,9.29e-19
HNRNPA1P6///HNRNPA1P10///HNRNPA1L2///HNRNPA1,-1.6798436,1.26e-20,9.4e-19
EIF5B,-2.2558018,1.27e-20,9.51e-19
ZNF260,-0.55591864,3.9e-20,9.52e-19
PGM2L1,-0.91138701,3.99e-20,9.71e-19
PHF2,1.2530564,1.32e-20,9.74e-19
TMEM167A,-1.7417432,1.31e-20,9.74e-19
COMMD3-BMI1///BMI1///COMMD3-BMI1///BMI1,-1.4028273,1.32e-20,9.74e-19
BUB3,-1.4785109,1.32e-20,9.78e-19
TBL1XR1,-1.4554082,1.33e-20,9.78e-19
DMD,-0.89686018,4.04e-20,9.81e-19
TBC1D32,-0.64869986,4.1e-20,9.94e-19
GNA11,1.7799959,1.39e-20,1.01e-18
RPL36A-HNRNPH2///HNRNPH2,-1.5868864,1.37e-20,1.01e-18
CCDC82,-1.9718986,1.4e-20,1.02e-18
SMC2,-2.0884627,1.42e-20,1.03e-18
NNT,-1.5355336,1.43e-20,1.04e-18
FKBP3,-1.4113818,1.45e-20,1.05e-18
C5ORF42,-0.66071921,4.4e-20,1.07e-18
BZW1,-2.0274445,1.48e-20,1.07e-18
CSRNP1,1.16278384,4.47e-20,1.08e-18
POLA1,-1.6701527,1.51e-20,1.09e-18
BLOC1S1-RDH5///BLOC1S1,1.8615214,1.53e-20,1.1e-18
CTAGE5,-1.3055736,1.55e-20,1.11e-18
APOBEC3D,-0.60574191,4.67e-20,1.12e-18
SELPLG,2.7786595,1.58e-20,1.13e-18
PTPRM,0.63301663,4.9e-20,1.18e-18
CCDC130,1.2060259,1.7e-20,1.21e-18
GTPBP4,-1.8402191,1.7e-20,1.21e-18
IL15RA,0.5023561,5.13e-20,1.23e-18
PRKACB,-0.56112795,5.19e-20,1.24e-18
MRPL40,1.5589218,1.75e-20,1.24e-18
COX5B,3.0701264,1.79e-20,1.27e-18
XRCC1,1.3596768,1.82e-20,1.29e-18
SPRYD4,1.3104755,1.83e-20,1.29e-18
TRIM23,-1.7675023,1.85e-20,1.3e-18
FAM173B,-1.5954814,1.87e-20,1.31e-18
TRIP11,-2.0914118,1.98e-20,1.37e-18
SF3B5,1.8949532,2e-20,1.38e-18
DTHD1,-2.16723853,5.79e-20,1.38e-18
SETDB2,-1.8719964,2.05e-20,1.4e-18
SNORA7B,2.2437864,2.08e-20,1.42e-18
CKS1B,1.3910273,2.09e-20,1.42e-18
MAPK14,0.42221874,5.99e-20,1.43e-18
METAP2,-1.5299686,2.18e-20,1.48e-18
BRMS1L,-2.0693173,2.21e-20,1.5e-18
MRPL3,-1.2092873,2.31e-20,1.56e-18
HAUS3,-1.6882814,2.33e-20,1.57e-18
CPSF2,-1.6316286,2.32e-20,1.57e-18
BNIP2,-1.5806827,2.34e-20,1.57e-18
NEDD1,-1.7985673,2.34e-20,1.57e-18
IL5RA,-1.47294725,6.75e-20,1.61e-18
DNAJC3,-1.9596445,2.43e-20,1.63e-18
IZUMO1,0.44675708,6.95e-20,1.65e-18
UBA5,-1.65731,2.47e-20,1.65e-18
FBXO11,-1.8611186,2.48e-20,1.65e-18
ACBD5,-1.5258255,2.53e-20,1.69e-18
SMC3,-2.0504368,2.57e-20,1.71e-18
RNPEPL1,1.3439486,2.62e-20,1.73e-18
MAMLD1,0.49776505,7.43e-20,1.75e-18
NCF4,0.68016625,7.44e-20,1.75e-18
PRKAR1A,-1.0905182,2.72e-20,1.79e-18
LZIC,-1.34499,2.73e-20,1.8e-18
COPB2,-2.2273982,2.78e-20,1.82e-18
RCN1,-1.4602773,2.84e-20,1.85e-18
CWF19L2,-2.0709382,2.83e-20,1.85e-18
DEK,-1.9246105,2.86e-20,1.86e-18
VPS4B,-1.6111295,2.95e-20,1.91e-18
SKI,1.4526209,2.97e-20,1.92e-18
FAM188A,-1.1105005,3.15e-20,2.04e-18
ATP6V1D,-2.05328,3.19e-20,2.05e-18
XRCC5,-1.69812,3.2e-20,2.06e-18
SCYL1,1.2093223,3.22e-20,2.06e-18
XYLT1,0.46327806,8.89e-20,2.09e-18
INPP5A,0.44111289,8.93e-20,2.1e-18
ARFIP1,-1.5079214,3.28e-20,2.1e-18
ACTG2,-1.35468891,9.05e-20,2.12e-18
VPS13C,-2.17567,3.36e-20,2.14e-18
AIM1,-2.2336882,3.36e-20,2.14e-18
MLX,1.23787,3.4e-20,2.16e-18
RNF150,-0.63201311,9.23e-20,2.16e-18
PPP2R2B,-0.41141333,9.34e-20,2.18e-18
RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4,3.1949414,3.59e-20,2.26e-18
ATR,-1.8905314,3.63e-20,2.27e-18
CSTF3,-1.5541795,3.62e-20,2.27e-18
PFN1P2,1.8819968,3.68e-20,2.3e-18
LAMTOR1,1.7708768,3.82e-20,2.38e-18
PAFAH1B1,-1.4302009,3.87e-20,2.4e-18
GIT1,1.32313,3.87e-20,2.4e-18
RBM34,-1.44915,3.94e-20,2.43e-18
PPP3CB,-1.0141645,3.92e-20,2.43e-18
SNORD74,2.6401468,3.99e-20,2.46e-18
EHD2,1.6017927,4e-20,2.46e-18
AP5B1,0.48670847,1.06e-19,2.47e-18
CC2D2A,-0.99117099,1.07e-19,2.48e-18
OVOS///OVOS2,-1.04500013,1.11e-19,2.56e-18
SLFN13,-1.00550079,1.11e-19,2.57e-18
DDX1,-2.2387673,4.29e-20,2.62e-18
CARMIL1,0.55148964,1.16e-19,2.69e-18
DNAH6,-1.84524957,1.18e-19,2.72e-18
SNORA14A,2.5285845,4.47e-20,2.73e-18
RRP9,0.50798537,1.19e-19,2.73e-18
ARF3,1.1187318,4.51e-20,2.75e-18
CNBP,-1.1684209,4.61e-20,2.8e-18
TMEM56-RWDD3///RWDD3,-1.4816732,4.63e-20,2.8e-18
MRPL17,1.5560536,4.68e-20,2.81e-18
MFN1,-1.8857095,4.65e-20,2.81e-18
CAND1,-1.7683709,4.66e-20,2.81e-18
CTSK,-1.13267115,1.24e-19,2.85e-18
SNRPA,1.6372277,4.77e-20,2.86e-18
RPL6P27///RPL6,-1.0385727,4.88e-20,2.91e-18
PTPRG,0.68402237,1.28e-19,2.94e-18
SRSF5,-1.4485909,4.97e-20,2.97e-18
FAM69A,-0.63550301,1.34e-19,3.05e-18
ALDH18A1,-1.999555,5.13e-20,3.06e-18
SDE2,0.55519925,1.34e-19,3.06e-18
STARD3NL,0.54183259,1.35e-19,3.07e-18
RAD50,-2.3113414,5.23e-20,3.1e-18
CWC22,-2.0198586,5.24e-20,3.1e-18
PHTF1,-1.5344632,5.23e-20,3.1e-18
JRKL,-1.7722882,5.33e-20,3.15e-18
SNORD116-6,3.1793391,5.46e-20,3.22e-18
ABCD2,-0.9136979,1.43e-19,3.26e-18
ATXN7L1,1.6659686,5.63e-20,3.31e-18
KIAA1191,1.3687823,5.8e-20,3.4e-18
TMEM50A,1.3301664,5.82e-20,3.41e-18
PLA2R1,-0.6410115,1.52e-19,3.45e-18
UBE2Q1,1.0120418,5.97e-20,3.49e-18
MT1M,1.87141493,1.54e-19,3.49e-18
USP9X,-1.7312173,6.03e-20,3.51e-18
NAP1L1,-1.6079782,6.06e-20,3.53e-18
TPST2,1.4870341,6.13e-20,3.56e-18
FXYD6-FXYD2///FXYD6,1.9719105,6.21e-20,3.6e-18
LEF1,-0.60509608,1.6e-19,3.6e-18
BMS1,-1.90698,6.31e-20,3.65e-18
RBAK,-1.986355,6.32e-20,3.65e-18
SREBF1,0.49651362,1.63e-19,3.67e-18
RCHY1,-1.7210641,6.43e-20,3.7e-18
UTP6,-1.6801236,6.4e-20,3.7e-18
FYTTD1,-1.5037382,6.49e-20,3.73e-18
CLNS1A,0.8391727,6.56e-20,3.76e-18
AGGF1,-1.1929814,6.54e-20,3.76e-18
TFE3,0.47963067,1.7e-19,3.84e-18
MAP1LC3B2///MAP1LC3B,1.3065164,6.72e-20,3.84e-18
SPTSSA,0.66060682,1.71e-19,3.85e-18
MIA3,-1.6276036,6.82e-20,3.88e-18
TRERF1,-0.75308187,1.79e-19,4e-18
MOB1A,-1.41536,7.14e-20,4.04e-18
CACNB3,-0.44468325,1.8e-19,4.04e-18
KDM5A,-1.9576636,7.2e-20,4.07e-18
ZNF808,-1.5768155,7.27e-20,4.09e-18
HYI,1.5466109,7.28e-20,4.09e-18
RRBP1,-1.4476882,7.25e-20,4.09e-18
CDS2,0.9647614,7.47e-20,4.19e-18
CCDC47,-1.7319486,7.58e-20,4.24e-18
CCDC146,-1.85708746,1.9e-19,4.24e-18
FTO,-0.51349142,1.94e-19,4.33e-18
TMEM98,-0.43430547,1.96e-19,4.36e-18
POMP,1.6647873,7.83e-20,4.38e-18
NOTCH1,0.48256853,2e-19,4.42e-18
NHEJ1,0.40651591,1.99e-19,4.42e-18
DGKD,0.5630822,2e-19,4.42e-18
RBM39,-1.40675,8.11e-20,4.53e-18
NAA35,-1.3150473,8.19e-20,4.56e-18
HNRNPUL1,1.0493373,8.4e-20,4.66e-18
WLS,-0.49005351,2.18e-19,4.82e-18
RANBP2,-2.00366,8.91e-20,4.92e-18
STX11,2.4449,9.15e-20,5.04e-18
TASP1,-1.2771432,9.27e-20,5.09e-18
AKT2,1.3837764,9.47e-20,5.2e-18
ZNF790,-1.6453414,9.68e-20,5.3e-18
SUMF2,1.8241164,9.71e-20,5.31e-18
MOCS1,0.49272497,2.43e-19,5.35e-18
TSN,-1.2476705,9.92e-20,5.4e-18
